model_key,mileage,fuel,paint_color,car_type,price,sold_at,model_key_spaceless,model_index_inrange,MPower_yn,highMiles_yn,lowMiles_yn,superHighMiles_yn,fast_yn,condition
518,103395,diesel,grey,sedan,15200,2018-06-01,518,518BMW,no,no,no,no,no,used
318,187253,diesel,brown,sedan,12300,2018-06-01,318,318BMW,no,yes,no,no,no,used
730,180311,diesel,black,sedan,19600,2018-06-01,730,730BMW,no,yes,no,no,no,used
318,165821,diesel,black,sedan,7200,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,135785,diesel,white,sedan,15400,2018-06-01,320,320BMW,no,no,no,no,no,used
316,175007,diesel,black,sedan,10500,2018-06-01,316,316BMW,no,yes,no,no,no,used
316,51807,diesel,blue,sedan,16400,2018-06-01,316,316BMW,no,no,yes,no,no,used
318,153799,diesel,black,sedan,13000,2018-06-01,318,318BMW,no,yes,no,no,no,used
320,203893,diesel,brown,sedan,11900,2018-06-01,320,320BMW,no,yes,no,no,no,used
320,116801,diesel,black,sedan,13600,2018-06-01,320,320BMW,no,no,no,no,no,used
316,92146,diesel,white,sedan,9800,2018-06-01,316,316BMW,no,no,yes,no,no,used
318 Gran Turismo,173888,diesel,blue,sedan,11500,2018-06-01,318GranTurismo,318GranTurismoBMW,no,yes,no,no,no,used
320,207355,petrol,black,sedan,9900,2018-06-01,320,320BMW,no,yes,no,no,no,used
525,57626,diesel,black,sedan,26200,2018-06-01,525,525BMW,no,no,yes,no,no,used
320,70737,diesel,blue,sedan,16100,2018-06-01,320,320BMW,no,no,yes,no,no,used
518,213814,diesel,grey,sedan,20200,2018-06-01,518,518BMW,no,yes,no,no,no,used
520,197072,diesel,silver,sedan,22200,2018-06-01,520,520BMW,no,yes,no,no,no,used
520,155699,diesel,black,sedan,14300,2018-06-01,520,520BMW,no,yes,no,no,no,used
520,146562,diesel,black,sedan,17000,2018-06-01,520,520BMW,no,no,no,no,no,used
320,104733,diesel,black,sedan,12900,2018-06-01,320,320BMW,no,no,no,no,no,used
520,124822,diesel,black,sedan,21400,2018-06-01,520,520BMW,no,no,no,no,no,used
520,133085,diesel,grey,sedan,15800,2018-06-01,520,520BMW,no,no,no,no,no,used
520,320637,diesel,green,sedan,1400,2018-06-01,520,520BMW,no,yes,no,yes,no,used
520,193587,diesel,grey,sedan,13400,2018-08-01,520,520BMW,no,yes,no,no,no,used
318,115858,diesel,beige,sedan,11100,2018-06-01,318,318BMW,no,no,no,no,no,used
318,98722,diesel,black,sedan,12600,2018-06-01,318,318BMW,no,no,yes,no,no,used
318 Gran Turismo,139118,diesel,black,sedan,16300,2018-06-01,318GranTurismo,318GranTurismoBMW,no,no,no,no,no,used
525,100786,diesel,blue,sedan,20200,2018-06-01,525,525BMW,no,no,no,no,no,used
520,224805,diesel,black,sedan,11300,2018-06-01,520,520BMW,no,yes,no,no,no,used
320,156279,diesel,black,sedan,15100,2018-06-01,320,320BMW,no,yes,no,no,no,used
318,126011,diesel,silver,sedan,11100,2018-07-01,318,318BMW,no,no,no,no,no,used
525,99768,diesel,black,sedan,30000,2018-07-01,525,525BMW,no,no,no,no,no,used
318,180471,diesel,grey,sedan,4900,2018-07-01,318,318BMW,no,yes,no,no,no,used
520,138240,diesel,blue,sedan,14300,2018-07-01,520,520BMW,no,no,no,no,no,used
320,178308,diesel,blue,sedan,12400,2018-07-01,320,320BMW,no,yes,no,no,no,used
320,201537,diesel,silver,sedan,3600,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,222415,diesel,blue,sedan,14800,2018-07-01,520,520BMW,no,yes,no,no,no,used
M550,184032,diesel,grey,sedan,30900,2018-07-01,M550,M550BMW,yes,yes,no,no,yes,used
525,183384,petrol,blue,sedan,1400,2018-07-01,525,525BMW,no,yes,no,no,no,used
316,154548,diesel,black,sedan,11900,2018-07-01,316,316BMW,no,yes,no,no,no,used
318,75465,diesel,black,sedan,13700,2018-07-01,318,318BMW,no,no,yes,no,no,used
320,365452,diesel,grey,sedan,3400,2018-07-01,320,320BMW,no,yes,no,yes,no,used
318,136993,diesel,black,sedan,13000,2018-07-01,318,318BMW,no,no,no,no,no,used
530,187956,diesel,black,sedan,16400,2018-07-01,530,530BMW,no,yes,no,no,no,used
320,192784,diesel,grey,sedan,8500,2018-07-01,320,320BMW,no,yes,no,no,no,used
320,58441,diesel,blue,sedan,13400,2018-07-01,320,320BMW,no,no,yes,no,no,used
320,12323,diesel,black,sedan,25800,2018-07-01,320,320BMW,no,no,yes,no,no,new
520,175663,diesel,black,sedan,17400,2018-07-01,520,520BMW,no,yes,no,no,no,used
316,69891,diesel,white,sedan,13900,2018-07-01,316,316BMW,no,no,yes,no,no,used
520,194583,diesel,grey,sedan,15700,2018-07-01,520,520BMW,no,yes,no,no,no,used
520,209987,diesel,grey,sedan,10100,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,188659,diesel,grey,sedan,10100,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,106845,diesel,blue,sedan,11200,2018-07-01,318,318BMW,no,no,no,no,no,used
320,181233,diesel,blue,sedan,11900,2018-07-01,320,320BMW,no,yes,no,no,no,used
520,57531,diesel,grey,sedan,27300,2018-07-01,520,520BMW,no,no,yes,no,no,used
318,109236,diesel,black,sedan,12100,2018-07-01,318,318BMW,no,no,no,no,no,used
420 Gran Coupé,54836,diesel,black,sedan,29300,2018-07-01,420GranCoupé,420GranCoupéBMW,no,no,yes,no,no,used
530 Gran Turismo,224147,diesel,grey,sedan,12200,2018-07-01,530GranTurismo,530GranTurismoBMW,no,yes,no,no,no,used
520,101435,diesel,beige,sedan,17100,2018-07-01,520,520BMW,no,no,no,no,no,used
316,126961,diesel,brown,sedan,10800,2018-07-01,316,316BMW,no,no,no,no,no,used
318,120366,diesel,black,sedan,13300,2018-07-01,318,318BMW,no,no,no,no,no,used
320,76260,diesel,brown,sedan,18000,2018-07-01,320,320BMW,no,no,yes,no,no,used
316,107754,diesel,black,sedan,12500,2018-07-01,316,316BMW,no,no,no,no,no,used
318,157505,diesel,black,sedan,11800,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,202923,diesel,grey,sedan,7300,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,127136,diesel,red,sedan,13800,2018-07-01,320,320BMW,no,no,no,no,no,used
520,147930,diesel,grey,sedan,14500,2018-07-01,520,520BMW,no,no,no,no,no,used
520,59580,diesel,silver,sedan,20800,2018-07-01,520,520BMW,no,no,yes,no,no,used
320,188492,diesel,silver,sedan,1100,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,193434,diesel,black,sedan,5100,2018-07-01,318,318BMW,no,yes,no,no,no,used
730,308188,diesel,blue,sedan,16200,2018-07-01,730,730BMW,no,yes,no,yes,no,used
525,272311,diesel,grey,sedan,12300,2018-07-01,525,525BMW,no,yes,no,no,no,used
525,179459,diesel,black,sedan,13700,2018-07-01,525,525BMW,no,yes,no,no,no,used
525,227964,diesel,grey,sedan,5800,2018-07-01,525,525BMW,no,yes,no,no,no,used
318,114264,diesel,brown,sedan,15000,2018-07-01,318,318BMW,no,no,no,no,no,used
520,93021,diesel,grey,sedan,17300,2018-07-01,520,520BMW,no,no,yes,no,no,used
320,114102,diesel,silver,sedan,13700,2018-07-01,320,320BMW,no,no,no,no,no,used
525,128023,diesel,grey,sedan,19300,2018-07-01,525,525BMW,no,no,no,no,no,used
525,219120,diesel,black,sedan,15200,2018-07-01,525,525BMW,no,yes,no,no,no,used
318,54100,diesel,white,sedan,18800,2018-07-01,318,318BMW,no,no,yes,no,no,used
530,102057,diesel,blue,sedan,16700,2018-07-01,530,530BMW,no,no,no,no,no,used
318,142967,diesel,black,sedan,10400,2018-07-01,318,318BMW,no,no,no,no,no,used
318,150911,diesel,black,sedan,5200,2018-07-01,318,318BMW,no,yes,no,no,no,used
520,207561,diesel,grey,sedan,12100,2018-07-01,520,520BMW,no,yes,no,no,no,used
320,138680,diesel,grey,sedan,12900,2018-07-01,320,320BMW,no,no,no,no,no,used
520,217497,diesel,brown,sedan,15400,2018-07-01,520,520BMW,no,yes,no,no,no,used
318,188008,diesel,white,sedan,13800,2018-07-01,318,318BMW,no,yes,no,no,no,used
316,152498,diesel,silver,sedan,11700,2018-07-01,316,316BMW,no,yes,no,no,no,used
730,176689,diesel,grey,sedan,6700,2018-07-01,730,730BMW,no,yes,no,no,no,used
525,66399,diesel,grey,sedan,25500,2018-07-01,525,525BMW,no,no,yes,no,no,used
320,243324,diesel,grey,sedan,11300,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,175783,diesel,black,sedan,11300,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,132510,diesel,grey,sedan,14900,2018-07-01,320,320BMW,no,no,no,no,no,used
525,171555,diesel,black,sedan,16100,2018-07-01,525,525BMW,no,yes,no,no,no,used
320,163131,diesel,grey,sedan,14600,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,215023,diesel,grey,sedan,6800,2018-07-01,318,318BMW,no,yes,no,no,no,used
320,136065,diesel,black,sedan,13800,2018-07-01,320,320BMW,no,no,no,no,no,used
320,191634,diesel,black,sedan,13200,2018-07-01,320,320BMW,no,yes,no,no,no,used
316,24339,diesel,blue,sedan,10200,2018-07-01,316,316BMW,no,no,yes,no,no,new
520,163058,diesel,grey,sedan,16000,2018-07-01,520,520BMW,no,yes,no,no,no,used
518,157370,diesel,black,sedan,19300,2018-07-01,518,518BMW,no,yes,no,no,no,used
320,113169,diesel,blue,sedan,14800,2018-07-01,320,320BMW,no,no,no,no,no,used
320,96261,diesel,red,sedan,12500,2018-07-01,320,320BMW,no,no,yes,no,no,used
325,190336,petrol,black,sedan,5400,2018-07-01,325,325BMW,no,yes,no,no,no,used
530,143834,diesel,black,sedan,27000,2018-07-01,530,530BMW,no,no,no,no,no,used
316,236316,diesel,silver,sedan,10200,2018-07-01,316,316BMW,no,yes,no,no,no,used
520,81283,diesel,black,sedan,14900,2018-07-01,520,520BMW,no,no,yes,no,no,used
316,105186,diesel,grey,sedan,11800,2018-07-01,316,316BMW,no,no,no,no,no,used
318,176208,diesel,white,sedan,13200,2018-07-01,318,318BMW,no,yes,no,no,no,used
316,108074,diesel,brown,sedan,10600,2018-07-01,316,316BMW,no,no,no,no,no,used
318,150804,diesel,black,sedan,10300,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,121638,diesel,black,sedan,13800,2018-07-01,318,318BMW,no,no,no,no,no,used
320,138063,diesel,blue,sedan,13300,2018-07-01,320,320BMW,no,no,no,no,no,used
520,115912,diesel,black,sedan,19200,2018-07-01,520,520BMW,no,no,no,no,no,used
730,179601,diesel,grey,sedan,18500,2018-07-01,730,730BMW,no,yes,no,no,no,used
325,51279,diesel,white,sedan,16300,2018-07-01,325,325BMW,no,no,yes,no,no,used
318,173195,diesel,blue,sedan,12000,2018-07-01,318,318BMW,no,yes,no,no,no,used
525,165863,diesel,black,sedan,16900,2018-07-01,525,525BMW,no,yes,no,no,no,used
316,109001,diesel,black,sedan,9400,2018-07-01,316,316BMW,no,no,no,no,no,used
316,84057,diesel,blue,sedan,10500,2018-07-01,316,316BMW,no,no,yes,no,no,used
520,141603,diesel,black,sedan,19800,2018-07-01,520,520BMW,no,no,no,no,no,used
520,95018,diesel,grey,sedan,16800,2018-07-01,520,520BMW,no,no,yes,no,no,used
520,138448,diesel,grey,sedan,14600,2018-07-01,520,520BMW,no,no,no,no,no,used
520,170081,diesel,grey,sedan,16100,2018-07-01,520,520BMW,no,yes,no,no,no,used
520,77077,diesel,silver,sedan,27800,2018-07-01,520,520BMW,no,no,yes,no,no,used
520,97113,diesel,blue,sedan,15800,2018-07-01,520,520BMW,no,no,yes,no,no,used
318,159923,diesel,black,sedan,11900,2018-07-01,318,318BMW,no,yes,no,no,no,used
730,124444,diesel,black,sedan,28800,2018-07-01,730,730BMW,no,no,no,no,no,used
316,180076,diesel,black,sedan,9800,2018-07-01,316,316BMW,no,yes,no,no,no,used
320,49683,diesel,blue,sedan,14800,2018-07-01,320,320BMW,no,no,yes,no,no,new
320,217048,diesel,grey,sedan,4800,2018-07-01,320,320BMW,no,yes,no,no,no,used
318,196932,diesel,grey,sedan,9900,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,166727,diesel,black,sedan,12000,2018-07-01,318,318BMW,no,yes,no,no,no,used
318,102445,diesel,white,sedan,12400,2018-07-01,318,318BMW,no,no,no,no,no,used
520,146984,diesel,grey,sedan,19800,2018-07-01,520,520BMW,no,no,no,no,no,used
316,145012,diesel,silver,sedan,12100,2018-07-01,316,316BMW,no,no,no,no,no,used
320,202202,diesel,grey,sedan,11900,2018-08-01,320,320BMW,no,yes,no,no,no,used
320,116504,diesel,blue,sedan,15400,2018-08-01,320,320BMW,no,no,no,no,no,used
730,179513,diesel,grey,sedan,18500,2018-08-01,730,730BMW,no,yes,no,no,no,used
318,120413,diesel,grey,sedan,11400,2018-08-01,318,318BMW,no,no,no,no,no,used
318,128464,diesel,grey,sedan,13600,2018-08-01,318,318BMW,no,no,no,no,no,used
330,112646,diesel,grey,sedan,19600,2018-08-01,330,330BMW,no,no,no,no,no,used
518,219963,diesel,black,sedan,17400,2018-08-01,518,518BMW,no,yes,no,no,no,used
318,236929,diesel,black,sedan,8600,2018-08-01,318,318BMW,no,yes,no,no,no,used
525,159462,diesel,black,sedan,19200,2018-08-01,525,525BMW,no,yes,no,no,no,used
318,169600,diesel,grey,sedan,12800,2018-08-01,318,318BMW,no,yes,no,no,no,used
525,61648,diesel,black,sedan,17300,2018-08-01,525,525BMW,no,no,yes,no,no,used
520,263523,diesel,black,sedan,5000,2018-08-01,520,520BMW,no,yes,no,no,no,used
520,91952,diesel,black,sedan,19300,2018-08-01,520,520BMW,no,no,yes,no,no,used
518,184052,diesel,grey,sedan,17500,2018-08-01,518,518BMW,no,yes,no,no,no,used
530,217618,diesel,black,sedan,5100,2018-08-01,530,530BMW,no,yes,no,no,no,used
525,147590,diesel,black,sedan,18000,2018-08-01,525,525BMW,no,no,no,no,no,used
530,187367,diesel,black,sedan,16400,2018-08-01,530,530BMW,no,yes,no,no,no,used
320,127924,diesel,blue,sedan,15500,2018-08-01,320,320BMW,no,no,no,no,no,used
525,168889,diesel,grey,sedan,19000,2018-08-01,525,525BMW,no,yes,no,no,no,used
520,221205,diesel,silver,sedan,6000,2018-08-01,520,520BMW,no,yes,no,no,no,used
520,124731,diesel,grey,sedan,19200,2018-08-01,520,520BMW,no,no,no,no,no,used
520,125287,diesel,grey,sedan,18600,2018-08-01,520,520BMW,no,no,no,no,no,used
525,216083,diesel,silver,sedan,19200,2018-08-01,525,525BMW,no,yes,no,no,no,used
520,194174,diesel,grey,sedan,15200,2018-08-01,520,520BMW,no,yes,no,no,no,used
520,132975,diesel,grey,sedan,14500,2018-08-01,520,520BMW,no,no,no,no,no,used
318,179540,diesel,black,sedan,5500,2018-08-01,318,318BMW,no,yes,no,no,no,used
530,270855,diesel,black,sedan,15800,2018-08-01,530,530BMW,no,yes,no,no,no,used
318,123254,diesel,red,sedan,12300,2018-08-01,318,318BMW,no,no,no,no,no,used
316,106364,diesel,black,sedan,10400,2018-08-01,316,316BMW,no,no,no,no,no,used
528,134835,petrol,blue,sedan,26300,2018-08-01,528,528BMW,no,no,no,no,no,used
320,184727,diesel,brown,sedan,14500,2018-08-01,320,320BMW,no,yes,no,no,no,used
320,100958,diesel,black,sedan,15400,2018-08-01,320,320BMW,no,no,no,no,no,used
318,115485,diesel,blue,sedan,12900,2018-08-01,318,318BMW,no,no,no,no,no,used
320,107153,diesel,blue,sedan,11900,2018-08-01,320,320BMW,no,no,no,no,no,used
316,152930,diesel,brown,sedan,11800,2018-08-01,316,316BMW,no,yes,no,no,no,used
316,191459,diesel,black,sedan,10100,2018-08-01,316,316BMW,no,yes,no,no,no,used
520,187462,diesel,black,sedan,14300,2018-08-01,520,520BMW,no,yes,no,no,no,used
520,134767,diesel,grey,sedan,17100,2018-08-01,520,520BMW,no,no,no,no,no,used
520,131343,diesel,grey,sedan,14600,2018-08-01,520,520BMW,no,no,no,no,no,used
318,180606,diesel,grey,sedan,12600,2018-08-01,318,318BMW,no,yes,no,no,no,used
320,147678,diesel,black,sedan,12100,2018-08-01,320,320BMW,no,no,no,no,no,used
316,168469,diesel,brown,sedan,10500,2018-08-01,316,316BMW,no,yes,no,no,no,used
316,114204,diesel,brown,sedan,10700,2018-08-01,316,316BMW,no,no,no,no,no,used
520,217448,diesel,blue,sedan,7000,2018-08-01,520,520BMW,no,yes,no,no,no,used
318,137324,diesel,grey,sedan,13900,2018-08-01,318,318BMW,no,no,no,no,no,used
518,180945,diesel,grey,sedan,18600,2018-08-01,518,518BMW,no,yes,no,no,no,used
318,197057,diesel,silver,sedan,6100,2018-08-01,318,318BMW,no,yes,no,no,no,used
530,388616,diesel,grey,sedan,14600,2018-08-01,530,530BMW,no,yes,no,yes,no,used
320,150482,diesel,brown,sedan,8700,2018-08-01,320,320BMW,no,yes,no,no,no,used
520,116243,diesel,brown,sedan,16200,2018-08-01,520,520BMW,no,no,no,no,no,used
316,198313,diesel,blue,sedan,13900,2018-08-01,316,316BMW,no,yes,no,no,no,used
530,184696,diesel,grey,sedan,7700,2018-08-01,530,530BMW,no,yes,no,no,no,used
530,218487,diesel,black,sedan,5500,2018-08-01,530,530BMW,no,yes,no,no,no,used
520,143763,diesel,brown,sedan,15900,2018-08-01,520,520BMW,no,no,no,no,no,used
530,195056,diesel,grey,sedan,19600,2018-08-01,530,530BMW,no,yes,no,no,no,used
520,214933,diesel,silver,sedan,12700,2018-08-01,520,520BMW,no,yes,no,no,no,used
316,129622,diesel,grey,sedan,12100,2018-08-01,316,316BMW,no,no,no,no,no,used
320,120178,diesel,grey,sedan,13300,2018-08-01,320,320BMW,no,no,no,no,no,used
318,142038,diesel,white,sedan,13600,2018-08-01,318,318BMW,no,no,no,no,no,used
316,121961,diesel,white,sedan,11700,2018-08-01,316,316BMW,no,no,no,no,no,used
320,177856,diesel,grey,sedan,12000,2018-08-01,320,320BMW,no,yes,no,no,no,used
518,144347,diesel,blue,sedan,15500,2018-08-01,518,518BMW,no,no,no,no,no,used
520,213211,diesel,blue,sedan,16500,2018-08-01,520,520BMW,no,yes,no,no,no,used
530,171977,diesel,black,sedan,18400,2018-08-01,530,530BMW,no,yes,no,no,no,used
320,128059,diesel,red,sedan,13900,2018-08-01,320,320BMW,no,no,no,no,no,used
316,197116,diesel,grey,sedan,10600,2018-08-01,316,316BMW,no,yes,no,no,no,used
318,133736,diesel,grey,sedan,12700,2018-08-01,318,318BMW,no,no,no,no,no,used
316,71140,diesel,black,sedan,12100,2018-08-01,316,316BMW,no,no,yes,no,no,used
525,139557,diesel,grey,sedan,17700,2018-08-01,525,525BMW,no,no,no,no,no,used
520,217210,diesel,grey,sedan,8800,2018-08-01,520,520BMW,no,yes,no,no,no,used
316,174690,diesel,brown,sedan,13100,2018-08-01,316,316BMW,no,yes,no,no,no,used
525,201603,diesel,grey,sedan,15600,2018-08-01,525,525BMW,no,yes,no,no,no,used
520,167509,diesel,blue,sedan,15500,2018-08-01,520,520BMW,no,yes,no,no,no,used
530,124433,diesel,grey,sedan,19000,2018-08-01,530,530BMW,no,no,no,no,no,used
520,186340,diesel,grey,sedan,22700,2018-08-01,520,520BMW,no,yes,no,no,no,used
520,222201,diesel,blue,sedan,14800,2018-08-01,520,520BMW,no,yes,no,no,no,used
316,134412,diesel,grey,sedan,12400,2018-08-01,316,316BMW,no,no,no,no,no,used
316,125082,diesel,blue,sedan,11200,2018-09-01,316,316BMW,no,no,no,no,no,used
320,174940,diesel,black,sedan,12800,2018-09-01,320,320BMW,no,yes,no,no,no,used
316,143356,diesel,blue,sedan,10700,2018-09-01,316,316BMW,no,no,no,no,no,used
530,10480,diesel,grey,sedan,51500,2018-09-01,530,530BMW,no,no,yes,no,no,new
318,183334,diesel,grey,sedan,11400,2018-09-01,318,318BMW,no,yes,no,no,no,used
730,180359,diesel,grey,sedan,18200,2018-09-01,730,730BMW,no,yes,no,no,no,used
518,180280,diesel,brown,sedan,16800,2018-09-01,518,518BMW,no,yes,no,no,no,used
320,123424,diesel,blue,sedan,14800,2018-09-01,320,320BMW,no,no,no,no,no,used
318,94368,diesel,blue,sedan,11900,2018-09-01,318,318BMW,no,no,yes,no,no,used
318,137608,diesel,brown,sedan,11700,2018-09-01,318,318BMW,no,no,no,no,no,used
740,34624,diesel,grey,sedan,68700,2018-09-01,740,740BMW,no,no,yes,no,no,new
320,86680,diesel,black,sedan,17300,2018-09-01,320,320BMW,no,no,yes,no,no,used
M550,40142,diesel,blue,sedan,41100,2018-09-01,M550,M550BMW,yes,no,yes,no,yes,new
320,165840,diesel,grey,sedan,13800,2018-09-01,320,320BMW,no,yes,no,no,no,used
530,90925,diesel,blue,sedan,21400,2018-09-01,530,530BMW,no,no,yes,no,no,used
520,140541,diesel,brown,sedan,16100,2018-09-01,520,520BMW,no,no,no,no,no,used
M5,150187,petrol,white,sedan,41600,2018-09-01,M5,M5BMW,yes,yes,no,no,yes,used
318,139202,diesel,grey,sedan,11700,2018-09-01,318,318BMW,no,no,no,no,no,used
320,188098,diesel,grey,sedan,13400,2018-09-01,320,320BMW,no,yes,no,no,no,used
318,151698,diesel,grey,sedan,12600,2018-09-01,318,318BMW,no,yes,no,no,no,used
730,185543,diesel,black,sedan,25000,2018-09-01,730,730BMW,no,yes,no,no,no,used
520,114355,diesel,brown,sedan,18000,2018-09-01,520,520BMW,no,no,no,no,no,used
320,191710,diesel,white,sedan,11300,2018-09-01,320,320BMW,no,yes,no,no,no,used
318,178600,diesel,white,sedan,13200,2018-09-01,318,318BMW,no,yes,no,no,no,used
316,205380,diesel,brown,sedan,12600,2018-09-01,316,316BMW,no,yes,no,no,no,used
525,84056,diesel,grey,sedan,21300,2018-09-01,525,525BMW,no,no,yes,no,no,used
520,159093,diesel,grey,sedan,15200,2018-09-01,520,520BMW,no,yes,no,no,no,used
318,132926,diesel,blue,sedan,12700,2018-09-01,318,318BMW,no,no,no,no,no,used
518,148783,diesel,black,sedan,17500,2018-09-01,518,518BMW,no,no,no,no,no,used
316,111202,diesel,brown,sedan,11500,2018-09-01,316,316BMW,no,no,no,no,no,used
316,50892,diesel,black,sedan,12600,2018-09-01,316,316BMW,no,no,yes,no,no,used
318,136709,diesel,brown,sedan,11700,2018-09-01,318,318BMW,no,no,no,no,no,used
520,172326,diesel,black,sedan,13300,2018-09-01,520,520BMW,no,yes,no,no,no,used
520,222147,diesel,grey,sedan,13100,2018-09-01,520,520BMW,no,yes,no,no,no,used
318,249257,diesel,blue,sedan,5700,2018-09-01,318,318BMW,no,yes,no,no,no,used
535,73183,diesel,white,sedan,28300,2018-09-01,535,535BMW,no,no,yes,no,no,used
316,171640,diesel,white,sedan,10800,2018-09-01,316,316BMW,no,yes,no,no,no,used
518,221435,diesel,black,sedan,16700,2018-09-01,518,518BMW,no,yes,no,no,no,used
318,99262,diesel,blue,sedan,13800,2018-09-01,318,318BMW,no,no,no,no,no,used
118,44303,diesel,blue,subcompact,12300,2018-04-01,118,118BMW,no,no,yes,no,no,new
116,184534,diesel,grey,subcompact,7700,2018-05-01,116,116BMW,no,yes,no,no,no,used
116,177876,diesel,white,subcompact,7700,2018-06-01,116,116BMW,no,yes,no,no,no,used
116,169319,diesel,blue,subcompact,9200,2018-05-01,116,116BMW,no,yes,no,no,no,used
116,193550,diesel,grey,subcompact,9200,2018-06-01,116,116BMW,no,yes,no,no,no,used
116,162439,diesel,blue,subcompact,3600,2018-04-01,116,116BMW,no,yes,no,no,no,used
116,156974,diesel,black,subcompact,5100,2018-05-01,116,116BMW,no,yes,no,no,no,used
116,233644,diesel,black,subcompact,4900,2018-06-01,116,116BMW,no,yes,no,no,no,used
116,123064,petrol,black,subcompact,2400,2018-05-01,116,116BMW,no,no,no,no,no,used
116,123286,diesel,blue,subcompact,8400,2018-05-01,116,116BMW,no,no,no,no,no,used
118,224562,diesel,black,subcompact,3800,2018-06-01,118,118BMW,no,yes,no,no,no,used
116,125496,diesel,white,subcompact,11400,2018-01-01,116,116BMW,no,no,no,no,no,used
118,186977,diesel,grey,subcompact,4300,2018-03-01,118,118BMW,no,yes,no,no,no,used
116,96570,diesel,brown,subcompact,9600,2018-01-01,116,116BMW,no,no,yes,no,no,used
116,55219,diesel,grey,subcompact,14300,2018-01-01,116,116BMW,no,no,yes,no,no,used
116,145559,diesel,black,subcompact,9800,2018-01-01,116,116BMW,no,no,no,no,no,used
118,135549,diesel,black,subcompact,7600,2018-06-01,118,118BMW,no,no,no,no,no,used
116,103856,diesel,black,subcompact,3600,2018-03-01,116,116BMW,no,no,no,no,no,used
116,169746,diesel,black,subcompact,9300,2018-03-01,116,116BMW,no,yes,no,no,no,used
116,42851,diesel,black,subcompact,16700,2018-04-01,116,116BMW,no,no,yes,no,no,new
116,116708,diesel,black,subcompact,9000,2018-02-01,116,116BMW,no,no,no,no,no,used
116,132224,diesel,grey,subcompact,9300,2018-02-01,116,116BMW,no,no,no,no,no,used
116,20075,diesel,black,subcompact,15800,2018-02-01,116,116BMW,no,no,yes,no,no,new
116,72837,diesel,blue,subcompact,10700,2018-02-01,116,116BMW,no,no,yes,no,no,used
116,13657,petrol,silver,subcompact,21700,2018-02-01,116,116BMW,no,no,yes,no,no,new
116,72283,diesel,black,subcompact,17300,2018-02-01,116,116BMW,no,no,yes,no,no,used
116,121863,diesel,blue,subcompact,9500,2018-02-01,116,116BMW,no,no,no,no,no,used
116,94380,diesel,black,subcompact,9000,2018-02-01,116,116BMW,no,no,yes,no,no,used
114,75251,diesel,black,subcompact,15400,2018-04-01,114,114BMW,no,no,yes,no,no,used
116,121130,diesel,blue,subcompact,10100,2018-02-01,116,116BMW,no,no,no,no,no,used
116,156610,petrol,grey,subcompact,3600,2018-02-01,116,116BMW,no,yes,no,no,no,used
123,92614,diesel,white,subcompact,11400,2018-02-01,123,123BMW,no,no,yes,no,no,used
116,91813,diesel,grey,subcompact,9400,2018-02-01,116,116BMW,no,no,yes,no,no,used
118,235114,diesel,black,subcompact,3300,2018-04-01,118,118BMW,no,yes,no,no,no,used
118,43911,diesel,blue,subcompact,11900,2018-02-01,118,118BMW,no,no,yes,no,no,new
318,212836,diesel,silver,subcompact,1400,2018-02-01,318,318BMW,no,yes,no,no,no,used
116,113052,diesel,black,subcompact,6500,2018-02-01,116,116BMW,no,no,no,no,no,used
116,111140,diesel,white,subcompact,7100,2018-02-01,116,116BMW,no,no,no,no,no,used
116,138802,diesel,grey,subcompact,15600,2018-02-01,116,116BMW,no,no,no,no,no,used
118,166267,diesel,black,subcompact,3200,2018-02-01,118,118BMW,no,yes,no,no,no,used
116,165988,diesel,silver,subcompact,9400,2018-03-01,116,116BMW,no,yes,no,no,no,used
118,94445,diesel,blue,subcompact,13200,2018-04-01,118,118BMW,no,no,yes,no,no,used
116,155338,diesel,black,subcompact,9200,2018-03-01,116,116BMW,no,yes,no,no,no,used
116,83445,diesel,white,subcompact,11700,2018-03-01,116,116BMW,no,no,yes,no,no,used
116,62544,diesel,grey,subcompact,12700,2018-03-01,116,116BMW,no,no,yes,no,no,used
116,108391,diesel,silver,subcompact,11700,2018-03-01,116,116BMW,no,no,no,no,no,used
116,204836,diesel,white,subcompact,7000,2018-03-01,116,116BMW,no,yes,no,no,no,used
116,141767,diesel,grey,subcompact,8300,2018-03-01,116,116BMW,no,no,no,no,no,used
116,107076,diesel,blue,subcompact,8900,2018-04-01,116,116BMW,no,no,no,no,no,used
116,188942,petrol,brown,subcompact,4000,2018-04-01,116,116BMW,no,yes,no,no,no,used
116,119738,diesel,grey,subcompact,8900,2018-03-01,116,116BMW,no,no,no,no,no,used
116,162369,diesel,blue,subcompact,8300,2018-03-01,116,116BMW,no,yes,no,no,no,used
